Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID
1,,64,1,El Capitan,"HPE Cray EX255a, AMD 4th Gen EPYC 24C 1.8GHz, AMD Instinct MI300A, Slingshot-11, TOSS",DOE/NNSA/LLNL,HPE,United States,2024,Research,11039616,9988224.0,1742000.0,2746376.09,25446528.0,,,29580.98,Submitted,58.88919164,,MPP,AMD 4th Gen EPYC 24C 1.8GHz,AMD Zen-4 (Genoa),1800,TOSS,Linux,AMD Instinct MI300A,24,AMD Zen-4 (Genoa),HPE Cray EX255a,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,49763,180307
2,1.0,59,1,Frontier,"HPE Cray EX235a, AMD Optimized 3rd Generation EPYC 64C 2GHz, AMD Instinct MI250X, Slingshot-11, HPE Cray OS",DOE/SC/Oak Ridge National Laboratory,HPE,United States,2021,Research,9066176,8451520.0,1353000.0,2055716.99,24837120.0,,14054.0,24607.0,Submitted,54.98435405,,MPP,AMD Optimized 3rd Generation EPYC 64C 2GHz,AMD Zen-3 (Milan),2000,HPE Cray OS,Linux,AMD Instinct MI250X,64,AMD Zen-3 (Milan),HPE Cray EX235a,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,48553,180047
3,2.0,62,2,Aurora,"HPE Cray EX - Intel Exascale Compute Blade, Xeon CPU Max 9470 52C 2.4GHz, Intel Data Center GPU Max, Slingshot-11",DOE/SC/Argonne National Laboratory,Intel,United States,2023,Research,9264128,8159232.0,1012000.0,1980006.0,28773888.0,,5612.6,38698.36,Submitted,26.15097901,,MPP,Xeon CPU Max 9470 52C 2.4GHz,Intel Sapphire Rapids,2400,SUSE Linux Enterprise Server 15 SP4,Linux,Intel Data Center GPU Max,52,Intel Xeon Max,HPE Cray EX - Intel Exascale Compute Blade,HPE Cray EX - Intel Exascale Compute Blade,Gigabit Ethernet,Slingshot-11,North America,47347,180183
4,3.0,62,3,Eagle,"Microsoft NDv5, Xeon Platinum 8480C 48C 2GHz, NVIDIA H100, NVIDIA Infiniband NDR",Microsoft Azure,Microsoft Azure,United States,2023,Industry,2073600,1900800.0,561200.0,846835.2,11796480.0,,,,,,,Cluster,Xeon Platinum 8480C 48C 2GHz,Intel Sapphire Rapids,2000,Ubuntu 22.04,Linux,NVIDIA H100,48,Xeon Platinum (Sapphire Rapids),Microsoft NDv5,Microsoft Azure Cluster,Infiniband,NVIDIA Infiniband NDR,North America,50981,180236
5,,64,5,HPC6,"HPE Cray EX235a, AMD Optimized 3rd Generation EPYC 64C 2GHz, AMD Instinct MI250X, Slingshot-11, RHEL 8.9",Eni S.p.A.,HPE,Italy,2024,Industry,3143520,2930400.0,477900.0,606965.76,13914880.0,,,8460.9,Submitted,56.48335283,,MPP,AMD Optimized 3rd Generation EPYC 64C 2GHz,AMD Zen-3 (Milan),2000,RHEL 8.9,Linux,AMD Instinct MI250X,64,AMD Zen-3 (Milan),HPE Cray EX235a,HPE Cray EX,Gigabit Ethernet,Slingshot-11,Europe,50489,180315
6,4.0,55,1,Supercomputer Fugaku,"Supercomputer Fugaku, A64FX 48C 2.2GHz, Tofu interconnect D",RIKEN Center for Computational Science,Fujitsu,Japan,2020,Research,7630848,,442010.0,537212.0,21288960.0,,16004.5,29899.23,Submitted,14.78332385,,MPP,A64FX 48C 2.2GHz,Fujitsu ARM,2200,Red Hat Enterprise Linux,Linux,None,48,Fujitsu A64FX,Supercomputer Fugaku,Fujitsu Cluster,Proprietary Network,Tofu interconnect D,Asia,50831,179807
7,6.0,63,6,Alps,"HPE Cray EX254n, NVIDIA Grace 72C 3.1GHz, NVIDIA GH200 Superchip, Slingshot-11, HPE Cray OS",Swiss National Supercomputing Centre (CSCS),HPE,Switzerland,2024,Research,2121600,1372800.0,434900.0,574841.28,15400960.0,,3671.32,7124.0,Submitted,61.04716451,,MPP,NVIDIA Grace 72C 3.1GHz,NVIDIA Grace CPU,3100,HPE Cray OS,Linux,NVIDIA GH200 Superchip,72,NVIDIA Grace,HPE Cray EX254n,HPE Cray EX,Gigabit Ethernet,Slingshot-11,Europe,50422,180259
8,5.0,59,3,LUMI,"HPE Cray EX235a, AMD Optimized 3rd Generation EPYC 64C 2GHz, AMD Instinct MI250X, Slingshot-11",EuroHPC/CSC,HPE,Finland,2023,Research,2752704,2566080.0,379700.0,531505.15,13685760.0,,4586.95,7106.82,Submitted,53.42755269,,MPP,AMD Optimized 3rd Generation EPYC 64C 2GHz,AMD Zen-3 (Milan),2000,HPE Cray OS,Linux,AMD Instinct MI250X,64,AMD Zen-3 (Milan),HPE Cray EX235a,HPE Cray EX,Gigabit Ethernet,Slingshot-11,Europe,50908,180048
10,,64,10,Tuolumne,"HPE Cray EX255a, AMD 4th Gen EPYC 24C 1.8GHz, AMD Instinct MI300A, Slingshot-11, TOSS",DOE/NNSA/LLNL,HPE,United States,2024,Research,1161216,1050624.0,208100.0,288881.05,8294400.0,,,3386.62,Submitted,61.44769711,,MPP,AMD 4th Gen EPYC 24C 1.8GHz,AMD Zen-4 (Genoa),1800,TOSS,Linux,AMD Instinct MI300A,24,AMD Zen-4 (Genoa),HPE Cray EX255a,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,49763,180308
11,8.0,62,8,MareNostrum 5 ACC,"BullSequana XH3000, Xeon Platinum 8460Y+ 32C 2.3GHz, NVIDIA H100 64GB, Infiniband NDR",EuroHPC/BSC,EVIDEN,Spain,2023,Research,663040,591360.0,175300.0,249435.65,6194944.0,,1146.98,4158.9,Submitted,42.15056866,,Cluster,Xeon Platinum 8460Y+ 32C 2.3GHz,Intel Sapphire Rapids,2300,RedHat 9.1,Linux,NVIDIA H100 64GB,32,Xeon Platinum (Sapphire Rapids),BullSequana XH3000,EVIDEN BullSequana,Infiniband,Infiniband NDR,Europe,50979,180238
12,10.0,62,9,Eos NVIDIA DGX SuperPOD,"NVIDIA DGX H100, Xeon Platinum 8480C 56C 3.8GHz, NVIDIA H100, Infiniband NDR400",NVIDIA Corporation,Nvidia,United States,2023,Vendor,485888,439296.0,121400.0,188645.02,5484544.0,,,,,,,Cluster,Xeon Platinum 8480C 56C 3.8GHz,Intel Sapphire Rapids,3800,Ubuntu 22.04.3 LTS,Linux,NVIDIA H100 SXM5 80GB,56,Xeon Platinum (Sapphire Rapids),NVIDIA DGX H100,NVIDIA DGX,Infiniband,Infiniband NDR400,North America,48448,180239
13,11.0,63,11,Venado,"HPE Cray EX254n, NVIDIA Grace 72C 3.1GHz, NVIDIA GH200 Superchip, Slingshot-11",DOE/NNSA/LANL,HPE,United States,2024,Research,481440,311520.0,98510.0,130444.75,6758400.0,,,1661.57,Submitted,59.28730057,,MPP,NVIDIA Grace 72C 3.1GHz,NVIDIA Grace CPU,3100,Linux,Linux,NVIDIA GH200 Superchip,72,NVIDIA Grace,HPE Cray EX254n,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,50157,180246
14,12.0,51,3,Sierra,"IBM Power System AC922, IBM POWER9 22C 3.1GHz, NVIDIA Volta GV100, Dual-rail Mellanox EDR Infiniband",DOE/NNSA/LLNL,IBM / NVIDIA / Mellanox,United States,2018,Research,1572480,1382400.0,94640.0,125712.0,11902464.0,,1795.67,7438.28,Submitted,12.72337153,,Cluster,IBM POWER9 22C 3.1GHz,Power,3100,Red Hat Enterprise Linux,Linux,NVIDIA Volta GV100,22,IBM POWER9,IBM Power System AC922, IBM Power Systems,Infiniband,Dual-rail Mellanox EDR Infiniband,North America,49763,179398
15,13.0,47,1,Sunway TaihuLight,"Sunway MPP, Sunway SW26010 260C 1.45GHz, Sunway",National Supercomputing Center in Wuxi,NRCPC,China,2016,Research,10649600,,93014.59388,125435.904,12288000.0,,480.848,15371.0,Submitted,6.051304006,,MPP,Sunway SW26010 260C 1.45GHz,ShenWei,1450,Sunway RaiseOS 2.0.5,Linux,None,260,Sunway,Sunway MPP,Sunway Cluster,Custom Interconnect,Sunway,Asia,50623,178764
16,,64,16,CHIE-3,"NVIDIA DGX H100, Xeon Platinum 8480C 56C 2GHz, NVIDIA H100, Infiniband NDR400, Ubuntu 22.04.4 LTS",SoftBank Corp.,Nvidia,Japan,2024,Industry,297840,269280.0,91940.0,138320.16,4620800.0,,,,,,,Cluster,Xeon Platinum 8480C 56C 2GHz,Intel Sapphire Rapids,2000,Ubuntu 22.04.4 LTS,Linux,NVIDIA H100,56,Xeon Platinum (Sapphire Rapids),NVIDIA DGX H100,NVIDIA DGX,Infiniband,Infiniband NDR400,Asia,51045,180330
17,,64,17,CHIE-2,"NVIDIA DGX H100, Xeon Platinum 8480C 56C 2GHz, NVIDIA H100, Infiniband NDR400, Ubuntu 22.04.4 LTS",SoftBank Corp.,Nvidia,Japan,2024,Industry,297840,269280.0,89780.0,138320.16,4439040.0,,,,,,,Cluster,Xeon Platinum 8480C 56C 2GHz,Intel Sapphire Rapids,2000,Ubuntu 22.04.4 LTS,Linux,NVIDIA H100,56,Xeon Platinum (Sapphire Rapids),NVIDIA DGX H100,NVIDIA DGX,Infiniband,Infiniband NDR400,Asia,51045,180329
18,,64,18,JETI - JUPITER Exascale Transition Instrument,"BullSequana XH3000, Grace Hopper Superchip 72C 3GHz, NVIDIA GH200 Superchip, Quad-Rail NVIDIA InfiniBand NDR200, RedHat Linux and Modular Operating System",EuroHPC/FZJ,ParTec/EVIDEN,Germany,2024,Research,391680,253440.0,83140.0,94000.0,6643712.0,,,1310.72,Submitted,63.43078613,,Cluster,Grace Hopper Superchip 72C 3GHz,NVIDIA Grace CPU,3000,RedHat Linux and Modular Operating System,Linux,NVIDIA GH200 Superchip,72,NVIDIA Grace,BullSequana XH3000,EVIDEN BullSequana,Infiniband,Quad-Rail NVIDIA InfiniBand NDR200,Europe,51016,180312
19,14.0,57,5,Perlmutter,"HPE Cray EX 235n, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 40 GB, Slingshot-11",DOE/SC/LBNL/NERSC,HPE,United States,2021,Research,888832,774144.0,79230.0,112997.79,5800000.0,,1905.0,2945.0,Submitted,26.90322581,,MPP,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,HPE Cray OS,Linux,NVIDIA A100 SXM4 40 GB,64,AMD Zen-3 (Milan),HPE Cray EX 235n,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,48429,179972
20,,64,20,El Dorado,"HPE Cray EX255a, AMD 4th Gen EPYC 24C 1.8GHz, AMD Instinct MI300A, Slingshot-11, TOSS",Sandia National Laboratories,HPE,United States,2024,Research,383040,346560.0,68020.0,95290.62,4734720.0,,,1110.02,Submitted,61.27817517,,MPP,AMD 4th Gen EPYC 24C 1.8GHz,AMD Zen-4 (Genoa),1800,TOSS,Linux,AMD Instinct MI300A,24,AMD Zen-4 (Genoa),HPE Cray EX255a,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,48748,180309
21,,64,21,Gefion,"NVIDIA DGX H100, Xeon Platinum 8480C 56C 2GHz, NVIDIA H100 SXM5 80GB, Octo-rail NVIDIA HDR100 Infiniband, Red Hat Enterprise Linux",Danish Centre for AI Innovation,Nvidia,Denmark,2024,Research,223088,201696.0,66590.0,100629.63,3648000.0,,749.786,1753.2,Submitted,37.98197582,,Cluster,Xeon Platinum 8480C 56C 2GHz,Intel Sapphire Rapids,2000,Red Hat Enterprise Linux,Linux,NVIDIA H100 SXM5 80GB,56,Xeon Platinum (Sapphire Rapids),NVIDIA DGX H100,NVIDIA DGX,Infiniband,Octo-rail NVIDIA HDR100 Infiniband,Europe,51051,180299
22,17.0,63,17,CEA-HE,"BullSequana XH3000, Grace Hopper Superchip 72C 3GHz, NVIDIA GH200 Superchip, Quad-Rail BXI v2, Linux",Commissariat a l'Energie Atomique (CEA),EVIDEN,France,2024,Research,389232,251856.0,64320.0,103484.99,5939200.0,,944.586,1233.0,Submitted,52.16545012,,Cluster,Grace Hopper Superchip 72C 3GHz,NVIDIA Grace CPU,3000,Linux,Linux,NVIDIA GH200 Superchip,72,NVIDIA Grace,BullSequana XH3000,EVIDEN BullSequana,Infiniband,Quad-Rail BXI v2,Europe,47593,180271
23,15.0,55,7,Selene,"NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Mellanox HDR Infiniband",NVIDIA Corporation,Nvidia,United States,2020,Vendor,555520,483840.0,63460.0,79215.0,6598656.0,,1622.51,2646.0,Submitted,23.98337113,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Ubuntu 20.04.1 LTS,Linux,NVIDIA A100,64,AMD Zen-2 (Rome),NVIDIA DGX A100,NVIDIA DGX,Infiniband,Mellanox HDR Infiniband,North America,48448,179842
24,16.0,41,1,Tianhe-2A,"TH-IVB-FEP Cluster, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Matrix-2000",National Super Computer Center in Guangzhou,NUDT,China,2018,Research,4981760,4554752.0,61444.5,100678.664,9773000.0,,,18482.0,Submitted,3.32455903,,Cluster,Intel Xeon E5-2692v2 12C 2.2GHz,Intel IvyBridge,2200,Kylin Linux,Linux,Matrix-2000,12,Intel Xeon E5 (IvyBridge),TH-IVB-FEP Cluster,TH-IVB Cluster,Custom Interconnect,TH Express-2,Asia,50365,177999
25,,64,25,SuperPOD,"NVIDIA DGX H100, Xeon Platinum 8480C 56C 3.8GHz, NVIDIA H100 80GB, Infiniband NDR400, Ubuntu 20.04.2 LTS",Core42,Nvidia,United Arab Emirates,2024,Industry,185712,167904.0,55810.0,87272.4,3305472.0,,,,,,,Cluster,Xeon Platinum 8480C 56C 3.8GHz,Intel Sapphire Rapids,3800,Ubuntu 20.04.2 LTS,Linux,NVIDIA H100 80GB,56,Xeon Platinum (Sapphire Rapids),NVIDIA DGX H100,NVIDIA DGX,Infiniband,Infiniband NDR400,Asia,51056,180314
26,18.0,61,11,Explorer-WUS3,"ND96_amsr_MI200_v4, AMD EPYC 7V12 48C 2.45GHz, AMD Instinct MI250X, Infiniband HDR",Microsoft Azure,Microsoft Azure,United States,2023,Vendor,445440,422400.0,53960.0,86986.752,5579520.0,,,,,,,Cluster,AMD EPYC 7V12 48C 2.45GHz,AMD Zen-2 (Rome),2450,Ubuntu 20.04,Linux,AMD Instinct MI250X,48,AMD Zen-2 (Rome),ND96_amsr_MI200_v4,Microsoft Azure Cluster,Infiniband,Infiniband HDR,North America,50870,180171
29,19.0,62,16,ISEG,"Gigabyte G593-SD0, Xeon Platinum 8468 48C 2.1GHz, NVIDIA H100 SXM5 80 GB, Infiniband NDR400",Nebius,Nebius AI,Netherlands,2023,Others,218880,200640.0,46540.0,86792.19,3342336.0,,,1320.0,Submitted,35.25757576,,Cluster,Xeon Platinum 8468 48C 2.1GHz,Intel Sapphire Rapids,2100,Ubuntu 20.04,Linux,NVIDIA H100 SXM5 80GB,48,Xeon Platinum (Sapphire Rapids),Gigabyte G593-SD0,Nebius AI Cluster,Infiniband,Infiniband NDR400,Europe,50986,180234
31,,64,31,Ubilink,"ASUS ESC N8-E11 Cluster, Intel Xeon Platinum 8462Y+ 32C 2.8GHz, NVIDIA H100 80GB, Infiniband NDR400, RHEL 8.9","Ubilink.AI CO., LTD",ASUSTeK,Taiwan,2024,Vendor,143360,135168.0,45820.0,69342.0,3078144.0,,442.165,1066.17,Submitted,42.97626082,,Cluster,Intel Xeon Platinum 8462Y+ 32C 2.8GHz,Intel Sapphire Rapids,2800,RHEL 8.9,Linux,NVIDIA H100 80GB,32,Xeon Platinum (Sapphire Rapids),ASUS ESC N8-E11 Cluster,ASUSTeK Cluster,Infiniband,Infiniband NDR400,Asia,51037,180331
32,,64,32,Reindeer,"Microsoft ND H200 v5, Xeon Platinum 8480C 48C 2GHz, NVIDIA H200, NVIDIA Infiniband NDR, Ubuntu 22.04",Microsoft Azure,Microsoft Azure,United States,2024,Industry,138240,126720.0,45590.0,56417.28,4034560.0,,,,,,,Cluster,Xeon Platinum 8480C 48C 2GHz,Intel Sapphire Rapids,2000,Ubuntu 22.04,Linux,NVIDIA H200,48,Xeon Platinum (Sapphire Rapids),Microsoft ND H200 v5,Microsoft Azure Cluster,Infiniband,NVIDIA Infiniband NDR,North America,51041,180349
33,21.0,56,7,JUWELS Booster Module,"Bull Sequana XH2000 , AMD EPYC 7402 24C 2.8GHz, NVIDIA A100, Mellanox HDR InfiniBand/ParTec ParaStation ClusterSuite",Forschungszentrum Juelich (FZJ),EVIDEN,Germany,2020,Research,449280,404352.0,44120.0,70980.0,4315584.0,,1275.36,1764.22,Submitted,25.00821893,,Cluster,AMD EPYC 7402 24C 2.8GHz,AMD Zen-2 (Rome),2800,CentOS,Linux,NVIDIA A100,24,AMD Zen-2 (Rome),BullSequana XH2000,BullSequana,Infiniband,Mellanox HDR InfiniBand/ParTec ParaStation ClusterSuite,Europe,47871,179894
34,,64,34,Israel-1,"PowerEdge XE9680, Xeon Platinum 8480+ 56C 2GHz, NVIDIA H100, NVIDIA Spectrum-X Ethernet, Ubuntu 22.04",NVIDIA Corporation,DELL,Israel,2023,Industry,74880,61776.0,41500.0,52679.02,3089920.0,,,,,,,Cluster,Xeon Platinum 8480+ 56C 2GHz,Intel Sapphire Rapids,2000,Ubuntu 22.04,Linux,NVIDIA H100,56,Xeon Platinum (Sapphire Rapids),PowerEdge XE9680,Dell PowerEdge Cluster,Ethernet,NVIDIA Spectrum-X Ethernet,Asia,51055,180337
35,22.0,62,19,MareNostrum 5 GPP,"ThinkSystem SD650 v3, Xeon Platinum 03H-LC 56C 1.7GHz, Infiniband NDR200",EuroHPC/BSC,Lenovo,Spain,2023,Research,725760,,40101.8,46371.2256,13188096.0,,484.364,5752.9,Submitted,6.970710424,,Cluster,Xeon Platinum 8480+ 56C 2GHz,Intel Sapphire Rapids,2000,RedHat 9.1,Linux,None,56,Xeon Platinum (Sapphire Rapids),ThinkSystem SD650 v3,Lenovo ThinkSystem,Infiniband,Infiniband NDR200,Europe,50979,180237
37,,64,37,GMO GPU Cloud,"PowerEdge XE9680, Xeon Platinum 8480L 56C 2GHz, NVIDIA H200, NVIDIA Spectrum-X Ethernet, Ubuntu 22.04.4 LTS",GMO GPU Cloud,DELL,Japan,2024,Industry,112128,101376.0,38060.0,52073.47,3878912.0,,,,,,,Cluster,Xeon Platinum 8480L 56C 2GHz,Intel Sapphire Rapids,2000,Ubuntu 22.04.4 LTS,Linux,NVIDIA H200,56,Xeon Platinum (Sapphire Rapids),PowerEdge XE9680,Dell PowerEdge Cluster,Ethernet,NVIDIA Spectrum-X Ethernet,Asia,51038,180339
39,24.0,55,6,HPC5,"PowerEdge C4140, Xeon Gold 6252 24C 2.1GHz, NVIDIA Tesla V100, Mellanox HDR Infiniband",Eni S.p.A.,DELL,Italy,2020,Industry,669760,582400.0,35450.0,51720.76,5750784.0,,860.317,2252.17,Submitted,15.74037484,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,CentOS Linux 7,Linux,NVIDIA Tesla V100,24,Xeon Gold 62xx (Cascade Lake),PowerEdge C4140,Dell PowerEdge Cluster,Infiniband,Mellanox HDR Infiniband,Europe,50489,179856
40,25.0,62,22,Sejong,"NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Infiniband HDR",NAVER Corp,Nvidia,South Korea,2023,Industry,277760,241920.0,32970.0,40772.48,4532736.0,,,,,,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Ubuntu 20.04.2 LTS,Linux,NVIDIA A100,64,AMD Zen-2 (Rome),NVIDIA DGX A100,NVIDIA DGX,Infiniband,Infiniband HDR,Asia,50983,180222
41,44.0,63,44,kakaocloud,"Supermicro AS-4124GO-NART, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 80GB, Infiniband HDR200, Ubuntu 22.04.3 LTS",Kakao Enterprise,Supermicro,South Korea,2024,Industry,253952,221184.0,32000.0,37382.55,4448731.0,,,,,,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Ubuntu 22.04.3 LTS,Linux,NVIDIA A100 80GB,64,AMD Zen-3 (Milan),Supermicro AS-4124GO-NART,Supermicro Cluster,Infiniband,Infiniband HDR200,Asia,51009,180291
42,26.0,58,10,Voyager-EUS2,"ND96amsr_A100_v4, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100 80GB​, Mellanox HDR Infiniband",Microsoft Azure,Microsoft Azure,United States,2021,Vendor,253440,228096.0,30050.0,39531.15,4669056.0,,,,,,,Cluster,AMD EPYC 7V12 48C 2.45GHz,AMD Zen-2 (Rome),2450,Ubuntu 18.04 LTS,Linux,NVIDIA Tesla A100 80G,48,AMD Zen-2 (Rome),ND96amsr_A100_v4,Microsoft Azure Cluster,Infiniband,Mellanox HDR Infiniband,North America,50897,180024
43,27.0,62,24,Crossroads,"HPE Cray EX, Xeon CPU Max 9480 56C 1.9GHz, Slingshot-11",DOE/NNSA/LANL/SNL,HPE,United States,2023,Research,660800,,30034.7,40176.64,8771328.0,,967.311,6283.91,Submitted,4.779619695,,MPP,Xeon CPU Max 9480 56C 1.9GHz,Intel Sapphire Rapids,1900,HPE Cray OS,Linux,None,56,Intel Xeon Max,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,50334,180178
